time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-21T21:02:47.490Z,47.0196667,-116.8741667,-2,2.51,ml,9,88,1.075,0.09,mb,mb80102979,2015-10-28T14:22:21.840Z,"33km NNE of Moscow, Idaho",quarry blast
2015-10-21T20:33:24.350Z,64.232,-130.9016,1,4.4,mwr,,,,1.11,us,us10003qe7,2015-10-26T16:14:14.701Z,"226km WSW of Norman Wells, Canada",earthquake
2015-10-21T20:03:03.690Z,33.4178333,-116.3771667,13.24,2.51,ml,87,17,0.09125,0.15,ci,ci37262127,2015-10-22T04:05:38.018Z,"18km N of Borrego Springs, California",earthquake
2015-10-21T20:02:14.530Z,37.1201667,-97.6206667,3.88,2.63,ml,20,77,0.01604,0.07,ismpkansas,ismpkansas70145948,2015-10-22T04:04:53.399Z,"9km N of Caldwell, Kansas",earthquake
2015-10-21T19:56:22.000Z,51.753,178.4204,103.9,2.6,ml,,,,0.36,ak,ak11745334,2015-10-28T00:15:27.441Z,"22km SSW of Little Sitkin Island, Alaska",earthquake
2015-10-21T18:45:46.820Z,-30.8537,-71.3796,42.82,4.9,mb,,65,0.283,0.82,us,us10003qbf,2015-10-26T18:10:34.175Z,"33km SSW of Ovalle, Chile",earthquake
2015-10-21T18:11:04.380Z,-19.0237,-68.3924,191.09,4.7,mb,,80,1.323,1.08,us,us10003qb5,2015-10-26T17:39:55.150Z,"153km SE of Putre, Chile",earthquake
2015-10-21T18:03:52.000Z,18.7011,147.0277,45.38,4.7,mb,,139,5.489,0.63,us,us10003qb4,2015-10-26T16:38:42.744Z,"143km E of Agrihan, Northern Mariana Islands",earthquake
2015-10-21T17:45:04.000Z,59.9451,-140.6725,12.2,2.6,ml,,,,0.62,ak,ak11745243,2015-10-28T00:14:12.620Z,"69km NW of Yakutat, Alaska",earthquake
2015-10-21T15:22:52.000Z,61.0888,-152.1811,108.5,2.7,ml,,,,0.57,ak,ak11745132,2015-10-28T00:15:06.107Z,"65km NW of Nikiski, Alaska",earthquake
2015-10-21T15:07:53.360Z,31.5665,-114.5371667,5.99,3.1,ml,6,208,0.5917,0.17,ci,ci37261959,2015-10-21T23:10:57.335Z,"82km SSE of Estacion Coahuila, B.C., MX",earthquake
2015-10-21T15:04:40.970Z,39.7973333,-120.8173333,1.98,2.64,md,30,60,0.0853,0.12,nc,nc72541765,2015-10-21T23:39:06.389Z,"16km SSE of East Quincy, California",earthquake
2015-10-21T15:02:06.000Z,51.9335,177.9377,144,2.6,ml,,,,0.42,ak,ak11756063,2015-10-28T00:12:54.842Z,"29km SE of Kiska Volcano, Alaska",earthquake
2015-10-21T13:44:15.000Z,60.1013,-153.5888,158.3,2.7,ml,,,,0.51,ak,ak11745074,2015-10-28T00:13:51.302Z,"63km SW of Redoubt Volcano, Alaska",earthquake
2015-10-21T13:17:27.000Z,54.6698,-156.7276,5.6,2.8,ml,,,,0.43,ak,ak11756054,2015-10-28T00:14:44.929Z,"146km SSW of Chirikof Island, Alaska",earthquake
2015-10-21T12:39:47.000Z,66.4745,-141.1322,20.3,3,ml,,,,0.84,ak,ak11745019,2015-10-28T00:12:04.191Z,"134km SSW of Old Crow, Canada",earthquake
2015-10-21T12:39:41.400Z,18.4589,-64.3655,26,3.2,Md,9,356.4,0.24254513,0.17,pr,pr15294004,2015-10-21T20:42:23.918Z,"26km E of Road Town, British Virgin Islands",earthquake
2015-10-21T12:31:17.800Z,18.9888,-65.4377,10,2.5,Md,3,291.6,0.69260108,0.07,pr,pr15294002,2015-10-21T20:33:55.508Z,"74km NNE of Luquillo, Puerto Rico",earthquake
2015-10-21T12:25:10.600Z,18.9902,-65.3874,29,3.1,Md,12,241.2,0.68631288,0.38,pr,pr15294003,2015-10-21T20:27:36.624Z,"76km NNE of Luquillo, Puerto Rico",earthquake
2015-10-21T12:25:09.800Z,18.9358,-65.3444,58,3.3,Md,6,284.4,0.62792238,0.38,pr,pr15294000,2015-10-21T20:27:40.627Z,"70km N of Culebra, Puerto Rico",earthquake
2015-10-21T12:21:45.540Z,40.401,-125.0478333,0.08,2.75,md,63,259,0.5887,0.27,nc,nc72541710,2015-10-21T22:49:04.266Z,"69km WSW of Ferndale, California",earthquake
2015-10-21T11:33:24.820Z,4.8405,126.1927,84.51,4.6,mb,,103,2.297,0.43,us,us10003q69,2015-10-21T19:35:51.065Z,"102km SE of Sarangani, Philippines",earthquake
2015-10-21T10:38:45.000Z,52.3336,-171.4541,90.6,2.6,ml,,,,0.61,ak,ak11756041,2015-10-28T00:12:26.066Z,"21km SW of Amukta Island, Alaska",earthquake
2015-10-21T09:28:30.000Z,52.5881,-168.3857,29.9,2.9,ml,,,,0.52,ak,ak11744966,2015-10-28T00:13:29.590Z,"50km SE of Nikolski, Alaska",earthquake
2015-10-21T09:22:05.730Z,-22.5002,-67.726,157.49,4.5,mb,,32,0.614,1.16,us,us10003q60,2015-10-21T17:24:50.828Z,"68km NE of San Pedro de Atacama, Chile",earthquake
2015-10-21T08:39:58.800Z,37.38,-8.55,11,2.9,mb_lg,,,,0.84,us,us10003rni,2015-10-26T23:36:57.518Z,"6km N of Monchique, Portugal",earthquake
2015-10-21T07:45:54.420Z,50.8824,179.339,24.23,4.4,mb,,221,0.496,1.46,us,us10003q5r,2015-10-28T00:11:45.822Z,"116km WSW of Amatignak Island, Alaska",earthquake
2015-10-21T06:04:49.800Z,37.3487,141.0968,28.2,5.4,mb,,33,0.573,1.18,us,us10003q5k,2015-10-27T09:34:58.739Z,"17km SSE of Namie, Japan",earthquake
2015-10-21T05:06:12.030Z,40.3286667,-124.6591667,16.07,2.82,md,55,233,0.2867,0.14,nc,nc72541615,2015-10-21T21:34:05.050Z,"43km SW of Ferndale, California",earthquake
2015-10-21T04:50:45.750Z,52.5002,-169.7401,37.02,4.6,mb,,141,0.716,1.26,us,us10003q5a,2015-10-27T23:41:47.797Z,"66km ESE of Yunaska Island, Alaska",earthquake
2015-10-21T04:22:27.530Z,-14.8458,167.448,127.44,4.6,mb,,144,0.642,0.9,us,us10003q55,2015-10-21T12:25:04.391Z,"48km ENE of Port-Olry, Vanuatu",earthquake
2015-10-21T03:53:58.050Z,33.4684,140.1999,87.96,4.7,mb,,102,0.478,1.18,us,us10003q4t,2015-10-21T11:56:26.558Z,"56km NE of Hachijo-jima, Japan",earthquake
2015-10-21T02:12:22.750Z,-31.7063,-72.0508,10,4.2,mwr,,76,1.089,0.65,us,us10003q4e,2015-10-29T01:02:42.537Z,"84km W of Illapel, Chile",earthquake
2015-10-21T01:46:47.000Z,54.3162,-161.5005,25.5,2.5,ml,,,,0.41,ak,ak11756015,2015-10-27T23:43:01.732Z,"124km SE of Cold Bay, Alaska",earthquake
2015-10-21T00:25:21.000Z,51.7462,-175.3015,48.3,3.1,ml,,,,0.56,ak,ak11744811,2015-10-27T23:42:06.769Z,"90km WSW of Atka, Alaska",earthquake
2015-10-20T23:58:24.780Z,5.7806,125.8235,84.97,4.4,mb,,88,1.303,0.54,us,us10003q3v,2015-10-21T08:01:07.038Z,"25km SE of Caburan, Philippines",earthquake
2015-10-20T23:55:48.340Z,-30.8176,-71.5045,37.09,4.5,mb,,112,0.182,1.12,us,us10003q3t,2015-10-29T00:52:43.401Z,"37km SW of Ovalle, Chile",earthquake
2015-10-20T23:34:51.770Z,45.7273,-77.1771,10.94,3.1,mb_lg,,148,0.691,0.59,us,us10003q3y,2015-10-21T19:32:52.461Z,"11km SSW of Pembroke, Canada",earthquake
2015-10-20T22:31:09.490Z,-14.9159,167.4825,123.1,4.7,mb,,138,0.593,1.05,us,us10003q2k,2015-10-21T06:33:37.705Z,"48km ENE of Port-Olry, Vanuatu",earthquake
2015-10-20T21:52:02.050Z,-14.8418,167.306,127.05,7.1,mww,,15,0.609,1.08,us,us10003q0q,2015-10-24T08:32:36.711Z,"35km NE of Port-Olry, Vanuatu",earthquake
2015-10-20T21:23:45.000Z,51.7251,178.7803,78.3,2.5,ml,,,,0.44,ak,ak11744456,2015-10-27T23:41:08.072Z,"31km SE of Little Sitkin Island, Alaska",earthquake
2015-10-20T20:33:12.110Z,-57.4263,-65.872,8.94,5.5,mwb,,49,2.686,0.89,us,us10003pzw,2015-10-22T16:19:47.000Z,"Drake Passage",earthquake
2015-10-20T19:41:01.400Z,18.3761,-64.9207,88,2.8,Md,3,331.2,0.03952587,0.05,pr,pr15293008,2015-10-21T17:21:51.040Z,"32km NNE of Culebra, Puerto Rico",earthquake
2015-10-20T19:03:09.590Z,-20.5453,-70.7029,18.8,4.1,mb,,177,0.489,0.57,us,us10003q0f,2015-10-21T17:05:16.544Z,"68km WSW of Iquique, Chile",earthquake
2015-10-20T18:32:31.890Z,39.6583,69.1659,9.94,4.5,mb,,34,1.332,1.39,us,us10003pyt,2015-10-21T16:09:30.293Z,"31km SSE of Istaravshan, Tajikistan",earthquake
2015-10-20T17:54:14.160Z,37.7308,72.1041,128.08,4.4,mb,,92,0.405,0.82,us,us10003pyp,2015-10-21T14:58:08.159Z,"52km ENE of Shughnon, Tajikistan",earthquake
2015-10-20T16:40:21.390Z,32.3918333,-115.2543333,5.68,2.68,ml,20,147,0.05097,0.32,ci,ci37261575,2015-10-20T18:28:55.360Z,"7km NW of Delta, B.C., MX",earthquake
2015-10-20T16:36:21.600Z,36.2995,-97.5564,5,2.5,ml,,61,,0.19,us,us10003pyx,2015-10-22T14:37:45.468Z,"24km W of Perry, Oklahoma",earthquake
2015-10-20T15:42:22.850Z,31.8603,50.198,10,4.8,mb,,40,8.511,0.82,us,us10003pxl,2015-10-20T23:47:49.332Z,"55km SW of Farsan, Iran",earthquake
2015-10-20T13:57:43.430Z,18.6879,-60.5975,30.25,4.6,mb,,118,1.517,0.69,us,us10003pvy,2015-10-20T22:00:30.569Z,"174km NE of Codrington, Barbuda",earthquake
2015-10-20T12:49:45.000Z,51.7547,-166.1001,54.5,2.7,ml,,,,0.55,ak,ak11755981,2015-10-27T23:43:25.842Z,"229km SE of Nikolski, Alaska",earthquake
2015-10-20T11:21:58.000Z,57.9888,-155.5844,132.6,3.1,ml,,,,0.8,ak,ak11744168,2015-10-27T23:43:55.752Z,"100km SE of King Salmon, Alaska",earthquake
2015-10-20T10:48:22.000Z,52.423,-169.4848,29.5,2.5,ml,,,,0.52,ak,ak11755973,2015-10-27T23:41:21.973Z,"70km SW of Nikolski, Alaska",earthquake
2015-10-20T10:07:56.100Z,18.9988,-65.3933,44,3.1,Md,9,241.2,0.69529603,0.27,pr,pr15293007,2015-10-20T18:39:16.915Z,"77km NNE of Luquillo, Puerto Rico",earthquake
2015-10-20T10:06:13.980Z,-30.7828,-71.5235,35.09,5.4,mb,,75,0.145,1.1,us,us10003pvh,2015-10-26T22:46:14.155Z,"37km WSW of Ovalle, Chile",earthquake
2015-10-20T10:01:40.000Z,63.1449,-151.2999,10.8,2.5,ml,,,,0.71,ak,ak11744134,2015-10-27T23:41:41.920Z,"109km NNW of Talkeetna, Alaska",earthquake
2015-10-20T09:49:04.000Z,35.9789,-96.8028,5,2.5,ml,,65,,0.58,us,us10003q09,2015-10-21T17:57:15.620Z,"3km WSW of Cushing, Oklahoma",earthquake
2015-10-20T09:29:08.450Z,27.0327,140.2623,299.83,5.5,mb,,31,1.715,1.3,us,us10003pv2,2015-10-20T18:39:09.664Z,"193km W of Chichi-shima, Japan",earthquake
2015-10-20T08:36:46.390Z,39.4228,144.0381,35,4.6,mb,,155,2.674,0.32,us,us10003pus,2015-10-20T18:39:20.862Z,"179km E of Yamada, Japan",earthquake
2015-10-20T06:03:58.000Z,52.2317,-169.4872,17.2,3.5,ml,,,,0.81,ak,ak11744059,2015-10-27T23:41:02.892Z,"89km SSW of Nikolski, Alaska",earthquake
2015-10-20T04:33:52.850Z,37.791,-121.9685,6.45,2.79,md,90,55,0.003082,0.15,nc,nc72541095,2015-10-20T23:35:05.195Z,"1km NE of San Ramon, California",earthquake
2015-10-20T04:33:04.380Z,37.7955,-121.979,5.87,2.84,md,95,47,0.002056,0.24,nc,nc72541090,2015-10-21T02:11:04.865Z,"1km N of San Ramon, California",earthquake
2015-10-20T04:06:54.580Z,-30.7799,-71.5016,37.58,4.7,mwr,,69,0.156,0.82,us,us10003pu9,2015-10-20T15:48:23.040Z,"35km SW of Ovalle, Chile",earthquake
2015-10-20T03:31:14.600Z,18.8563,-67.459,17,3,Md,18,280.8,0.46892058,0.3,pr,pr15293000,2015-10-20T11:33:48.815Z,"55km NW of San Antonio, Puerto Rico",earthquake
2015-10-20T02:52:47.600Z,17.9951,-65.587,18,2.7,Md,5,205.2,0.1060012,0.1,pr,pr15293005,2015-10-20T10:55:13.580Z,"16km SW of Esperanza, Puerto Rico",earthquake
2015-10-20T02:45:01.100Z,18.8943,-64.2655,36,2.8,Md,6,324,0.17517148,0.15,pr,pr15293004,2015-10-20T10:47:31.672Z,"64km NE of Road Town, British Virgin Islands",earthquake
2015-10-20T02:30:05.600Z,18.8969,-64.2918,36,3,Md,8,324,0.1706799,0.07,pr,pr15293003,2015-10-20T10:32:48.365Z,"63km NNE of Road Town, British Virgin Islands",earthquake
2015-10-20T01:53:00.440Z,37.4631667,-118.6036667,14.57,2.56,md,39,46,0.033,0.05,nc,nc72541000,2015-10-23T00:42:12.694Z,"17km NW of West Bishop, California",earthquake
2015-10-20T01:30:50.000Z,60.5985,-147.613,5.1,2.6,ml,,,,0.55,ak,ak11743993,2015-10-27T23:44:18.850Z,"61km ESE of Whittier, Alaska",earthquake
2015-10-20T01:18:49.310Z,20.5596667,-156.604,10.224,2.95,ml,10,155,0.3255,0.18,hv,hv61071061,2015-10-20T18:28:29.276Z,"28km SSW of Kihei, Hawaii",earthquake
2015-10-20T00:44:25.740Z,37.7861667,-121.9628333,6.54,2.5,md,83,55,0.007176,0.1,nc,nc72540930,2015-10-22T00:11:18.183Z,"1km ENE of San Ramon, California",earthquake
2015-10-20T00:36:55.740Z,12.8368,143.9422,92.75,5.6,mb,,42,1.171,0.9,us,us10003ptl,2015-10-20T15:11:35.000Z,"92km WSW of Merizo Village, Guam",earthquake
2015-10-19T23:21:17.680Z,37.7918333,-121.9635,7.4,3.6,mw,161,56,0.00684,0.15,nc,nc72540765,2015-10-29T21:55:21.806Z,"1km NE of San Ramon, California",earthquake
2015-10-19T23:17:44.000Z,51.4658,-174.3786,22.5,2.8,ml,,,,0.79,ak,ak11743956,2015-10-25T08:31:24.439Z,"82km S of Atka, Alaska",earthquake
2015-10-19T23:02:30.060Z,37.7856667,-121.9645,8.05,2.74,md,89,55,0.006206,0.16,nc,nc72540745,2015-10-21T00:18:04.415Z,"1km ENE of San Ramon, California",earthquake
2015-10-19T22:39:47.980Z,32.8755,-96.9134,5,2.7,mb_lg,,57,0.029,0.61,us,us10003pt3,2015-10-28T01:12:10.054Z,"5km SSW of Farmers Branch, Texas",earthquake
2015-10-19T22:34:49.000Z,-31.185,-71.713,32.3,4.2,mb,,,,0.95,us,us10003pu0,2015-10-29T00:40:28.475Z,"71km NW of Illapel, Chile",earthquake
2015-10-19T22:31:52.100Z,19.4258,-66.355,87,3.4,Md,8,288,0.95670578,0.15,pr,pr15292005,2015-10-20T06:34:24.649Z,"106km N of Brenas, Puerto Rico",earthquake
2015-10-19T22:27:39.300Z,19.0655,-67.7906,27,2.8,Md,5,327.6,0.73931348,0.17,pr,pr15292010,2015-10-20T06:30:10.851Z,"83km NE of Punta Cana, Dominican Republic",earthquake
2015-10-19T22:04:42.320Z,19.3333333,-155.1228333,6.802,3.01,ml,50,131,0.04759,0.09,hv,hv61070806,2015-10-20T06:07:21.178Z,"16km SE of Volcano, Hawaii",earthquake
2015-10-19T21:45:06.400Z,18.9633,-67.7502,23,3,Md,6,324,0.62971901,0.11,pr,pr15292009,2015-10-20T05:47:51.092Z,"80km ENE of Punta Cana, Dominican Republic",earthquake
2015-10-19T21:44:44.890Z,30.6888,131.4435,17.92,4.6,mwr,,129,1.179,0.4,us,us10003pst,2015-10-20T05:47:56.116Z,"42km E of Nishinoomote, Japan",earthquake
2015-10-19T20:57:37.400Z,18.9759,-67.8391,30,3.3,Md,8,320.4,0.67912635,0.17,pr,pr15292004,2015-10-20T05:01:25.724Z,"73km NE of Punta Cana, Dominican Republic",earthquake
2015-10-19T20:45:28.100Z,19.5545,-65.5288,55,3.4,Md,5,288,1.26033634,0.05,pr,pr15292008,2015-10-20T04:48:02.502Z,"129km NNE of Vieques, Puerto Rico",earthquake
2015-10-19T20:38:22.350Z,19.7298333,-156.0903333,36.084,2.74,ml,11,241,0.231,0.16,hv,hv61070726,2015-10-19T21:54:32.265Z,"11km W of Kalaoa, Hawaii",earthquake
2015-10-19T19:47:57.000Z,18.9414,-64.931,44,3,Md,4,252,0.60456619,0.05,pr,pr15292007,2015-10-20T03:50:33.672Z,"66km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-10-19T19:46:30.670Z,44.4035,-114.123,4.47,2.5,ml,,60,0.523,0.7,us,us10003pru,2015-10-20T03:49:10.150Z,"14km SE of Challis, Idaho",earthquake
2015-10-19T19:35:59.400Z,17.4447,-64.9244,15,3.1,Md,8,284.4,0.34046149,0.23,pr,pr15292006,2015-10-20T03:38:34.639Z,"41km SW of Christiansted, U.S. Virgin Islands",earthquake
2015-10-19T17:57:01.610Z,-30.66,-71.5832,40.65,4.1,mb,,87,0.046,1.35,us,us10003pr8,2015-10-20T02:00:22.868Z,"37km W of Ovalle, Chile",earthquake
2015-10-19T15:42:09.500Z,36.8989,-97.6529,5,3.2,ml,,38,,0.4,us,us10003prb,2015-10-20T02:25:55.061Z,"12km NE of Medford, Oklahoma",earthquake
2015-10-19T14:37:51.950Z,-33.4845,-70.8617,79.17,4.7,mb,,54,0.138,0.65,us,us10003pni,2015-10-20T18:35:19.695Z,"13km WSW of Lo Prado, Chile",earthquake
2015-10-19T14:30:58.840Z,-7.8824,102.3826,10,5,mb,,45,3.545,0.92,us,us10003pnf,2015-10-19T22:33:41.030Z,"Southwest of Sumatra, Indonesia",earthquake
2015-10-19T14:17:05.200Z,28.8962,63.9003,99.87,4.7,mb,,98,5.653,0.86,us,us10003pnd,2015-10-19T22:19:43.726Z,"49km W of Dalbandin, Pakistan",earthquake
2015-10-19T13:50:41.550Z,13.8566,120.6126,106,5.8,mwb,,28,8.924,1.01,us,us10003pnb,2015-10-20T15:21:40.000Z,"2km WSW of Balitoc, Philippines",earthquake
2015-10-19T13:21:16.710Z,36.4766,71.1673,97.53,4.7,mb,,75,0.803,0.86,us,us10003pna,2015-10-19T21:25:15.897Z,"39km SW of Ashkasham, Afghanistan",earthquake
2015-10-19T12:09:01.570Z,36.244,-97.4427,5,2.6,mb_lg,,28,0.446,0.52,us,us10003pn5,2015-10-19T12:53:47.124Z,"14km WSW of Perry, Oklahoma",earthquake
2015-10-19T11:31:38.600Z,-21.0516,-178.9474,621.81,4.5,mb,,74,4.34,1.04,us,us10003pn1,2015-10-19T19:34:08.695Z,"51km SSW of Ndoi Island, Fiji",earthquake
2015-10-19T11:09:04.490Z,37.0449,-97.9106,7.15,2.6,mb_lg,,37,0.07,0.48,us,us10003pmv,2015-10-19T21:27:22.640Z,"16km SE of Anthony, Kansas",earthquake
2015-10-19T11:00:16.180Z,34.0885,-116.8068333,6.67,2.66,ml,97,18,0.05322,0.13,ci,ci37478064,2015-10-19T22:29:27.380Z,"19km N of Cabazon, California",earthquake
2015-10-19T09:03:45.000Z,54.5777,-160.9009,21.6,2.9,ml,,,,0.53,ak,ak11742997,2015-10-25T08:31:02.093Z,"88km SSW of Sand Point, Alaska",earthquake
2015-10-19T08:51:03.000Z,17.8365,-67.6075,5,2.6,Md,8,291.6,0.50305656,0.44,pr,pr15292003,2015-10-19T17:04:29.257Z,"47km WSW of Pole Ojea, Puerto Rico",earthquake
2015-10-19T08:09:00.000Z,51.909,178.4577,118.9,3.1,ml,,,,0.81,ak,ak11742958,2015-10-25T08:31:51.196Z,"5km SW of Little Sitkin Island, Alaska",earthquake
2015-10-19T07:20:16.300Z,24.8117,122.0158,6.25,4.9,mb,,81,0.497,0.39,us,us10003plj,2015-10-19T15:52:56.040Z,"27km ENE of Yilan, Taiwan",earthquake
2015-10-19T06:49:03.450Z,36.2316667,-120.8003333,8.25,2.92,md,87,142,0.01575,0.09,nc,nc72540320,2015-10-19T23:03:05.617Z,"29km E of King City, California",earthquake
2015-10-19T05:57:23.500Z,18.7355,-67.6396,32,3.2,Md,13,306,0.38088568,0.47,pr,pr15292002,2015-10-19T13:59:59.890Z,"60km NW of Rincon, Puerto Rico",earthquake
2015-10-19T05:42:12.950Z,24.7879,122.0099,10,4.9,mb,,40,0.501,0.69,us,us10003pld,2015-10-19T15:48:01.040Z,"26km E of Yilan, Taiwan",earthquake
2015-10-19T05:22:51.320Z,36.7253,-98.0493,5,2.9,mb_lg,,55,0.101,0.56,us,us10003pl9,2015-10-19T13:25:30.817Z,"27km E of Cherokee, Oklahoma",earthquake
2015-10-19T04:55:29.400Z,36.7346,-97.8401,5.648,3.7,ml,,49,,0.72,us,us10003pl4,2015-10-28T00:41:28.505Z,"12km SW of Medford, Oklahoma",earthquake
2015-10-19T04:37:12.720Z,-30.2852,-72.2484,6.02,4.5,mwr,,88,0.656,1.07,us,us10003pl1,2015-10-29T00:34:04.125Z,"94km WSW of Coquimbo, Chile",earthquake
2015-10-19T04:06:02.000Z,51.8687,-178.1256,6.1,3.7,ml,,,,0.47,ak,ak11742870,2015-10-25T08:30:40.498Z,"2km SSE of Tanaga Volcano, Alaska",earthquake
2015-10-19T03:14:15.270Z,37.0565,-97.9333,5.55,2.8,ml,,76,0.071,0.39,us,us10003pks,2015-10-28T00:10:09.496Z,"13km SE of Anthony, Kansas",earthquake
2015-10-19T02:41:00.560Z,-34.8029,-71.6718,46.24,4.6,mb,,53,0.296,0.56,us,us10003pkk,2015-10-28T00:05:00.534Z,"33km SW of Santa Cruz, Chile",earthquake
2015-10-19T02:17:37.110Z,24.7696,122.0479,10,5.3,mww,,30,0.539,1.26,us,us10003pkj,2015-10-27T23:41:36.280Z,"27km NE of Su'ao, Taiwan",earthquake
2015-10-19T01:12:14.510Z,-55.9562,-27.5243,113.03,4.4,mb,,102,5.41,0.46,us,us10003qzf,2015-10-26T21:53:45.295Z,"85km NNW of Visokoi Island, South Georgia and the South Sandwich Islands",earthquake
2015-10-19T00:13:24.800Z,19.5013,-66.2677,13,2.9,Md,12,280.8,1.04743562,0.18,pr,pr15292000,2015-10-19T08:16:08.448Z,"114km N of Brenas, Puerto Rico",earthquake
2015-10-19T00:08:50.770Z,37.1256,-97.5983,8.78,3,mb_lg,,29,0.019,0.63,us,us10003pk9,2015-10-19T20:47:38.170Z,"10km N of Caldwell, Kansas",earthquake
2015-10-18T23:29:13.000Z,57.2922,-154.1771,42.1,2.9,ml,,,,0.48,ak,ak11742825,2015-10-26T22:40:54.725Z,"30km SSW of Larsen Bay, Alaska",earthquake
2015-10-18T22:31:28.150Z,37.7898333,-121.9643333,8.62,3.26,mw,131,55,0.005574,0.14,nc,nc72540130,2015-10-27T05:27:04.988Z,"1km NE of San Ramon, California",earthquake
2015-10-18T21:54:16.500Z,37.5945,-118.884,1.88,2.78,md,41,88,0.02962,0.06,nc,nc72540075,2015-10-21T22:23:04.179Z,"9km SE of Mammoth Lakes, California",earthquake
2015-10-18T21:42:38.460Z,37.2136667,-97.9818333,4.68,2.74,ml,20,71,0.01566,0.05,ismpkansas,ismpkansas70145323,2015-10-19T20:39:24.913Z,"7km NNE of Anthony, Kansas",earthquake
2015-10-18T20:51:27.000Z,57.6221,-154.0567,47.2,3.6,ml,,,,0.71,ak,ak11742690,2015-10-26T22:40:32.193Z,"10km NNW of Larsen Bay, Alaska",earthquake
2015-10-18T19:47:18.000Z,52.0372,178.3527,180.2,2.7,ml,,,,0.42,ak,ak11755490,2015-10-26T22:39:35.846Z,"14km NW of Little Sitkin Island, Alaska",earthquake
2015-10-18T19:37:30.790Z,-23.4703,-179.7995,517.29,4.4,mb,,114,6.041,0.84,us,us10003pje,2015-10-19T03:40:08.904Z,"South of the Fiji Islands",earthquake
2015-10-18T19:25:38.450Z,37.7856667,-121.962,9.12,2.63,md,94,54,0.007977,0.13,nc,nc72539965,2015-10-22T23:49:03.854Z,"1km ENE of San Ramon, California",earthquake
2015-10-18T19:16:23.920Z,37.2483,-97.9995,5.54,2.7,mb_lg,,73,0.031,0.67,us,us10003pj8,2015-10-19T20:25:14.180Z,"4km SSE of Harper, Kansas",earthquake
2015-10-18T18:32:35.480Z,-5.1593,153.0629,44.88,4.8,mb,,102,1.314,0.79,us,us10003pj3,2015-10-19T02:35:06.888Z,"76km S of Taron, Papua New Guinea",earthquake
2015-10-18T18:17:25.260Z,-16.1254,-173.4423,10,5.1,mb,,51,18.64,1.09,us,us10003pj2,2015-10-19T02:20:04.247Z,"38km ESE of Hihifo, Tonga",earthquake
2015-10-18T17:51:32.130Z,-16.1824,-173.3729,10,4.8,mb,,101,4.367,0.76,us,us10003pix,2015-10-19T01:54:14.044Z,"47km ESE of Hihifo, Tonga",earthquake
2015-10-18T16:23:37.590Z,-16.1775,-173.3096,10,5.1,mb,,63,20,0.89,us,us10003pig,2015-10-19T00:26:16.116Z,"53km ESE of Hihifo, Tonga",earthquake
2015-10-18T16:18:35.030Z,-16.2546,-173.1851,10,5.9,mwb,,23,4.185,1.03,us,us10003pie,2015-10-19T15:29:54.040Z,"69km ESE of Hihifo, Tonga",earthquake
2015-10-18T16:15:29.000Z,68.1521,-136.3119,22.6,2.5,ml,,,,0.94,ak,ak11755473,2015-10-26T22:40:29.122Z,"99km NW of Fort McPherson, Canada",earthquake
2015-10-18T15:30:42.000Z,57.8091,-153.4669,45.8,3.4,ml,,,,0.63,ak,ak11742474,2015-10-26T22:39:12.020Z,"42km NE of Larsen Bay, Alaska",earthquake
2015-10-18T15:25:36.900Z,2.0653,126.7433,52.84,4.8,mb,,63,1.428,0.78,us,us10003pi8,2015-10-18T23:28:18.863Z,"145km WNW of Tobelo, Indonesia",earthquake
2015-10-18T15:17:22.000Z,52.2388,-171.6469,50.5,2.5,ml,,,,0.86,ak,ak11742436,2015-10-26T22:38:54.003Z,"38km SW of Amukta Island, Alaska",earthquake
2015-10-18T14:55:13.000Z,53.4887,-165.4283,25.7,3,ml,,,,0.44,ak,ak11742426,2015-10-26T22:38:51.758Z,"75km SSE of Akutan, Alaska",earthquake
2015-10-18T14:49:15.230Z,1.4038,97.1193,35.06,4.6,mb,,99,0.466,0.81,us,us10003pi2,2015-10-18T22:51:53.301Z,"144km SE of Sinabang, Indonesia",earthquake
2015-10-18T14:31:02.600Z,36.5369,-98.5001,4.405,2.5,ml,,106,,0.29,us,us10003psa,2015-10-22T13:58:59.433Z,"20km W of Helena, Oklahoma",earthquake
2015-10-18T13:28:01.800Z,18.6,-68.0084,22,2.5,Md,6,331.2,0.54527738,0.25,pr,pr15291014,2015-10-18T21:30:31.616Z,"41km E of Punta Cana, Dominican Republic",earthquake
2015-10-18T13:16:34.210Z,38.8076667,-122.8156667,1.3,3.3,ml,61,30,0.01591,0.1,nc,nc72539720,2015-10-22T14:26:32.040Z,"6km WNW of The Geysers, California",earthquake
2015-10-18T13:00:20.270Z,2.88,126.5264,47.25,5,mb,,45,2.256,1.26,us,us10003phr,2015-10-18T21:02:58.197Z,"208km NW of Tobelo, Indonesia",earthquake
2015-10-18T12:50:08.100Z,18.086,-64.164,19,3.1,Md,9,252,0.46173406,1.04,pr,pr15291012,2015-10-18T20:52:41.035Z,"60km SE of Road Town, British Virgin Islands",earthquake
2015-10-18T12:48:43.130Z,-35.9221,-72.7917,44.09,4.9,mb,,134,1.127,0.48,us,us10003phn,2015-10-24T13:18:58.627Z,"42km W of Cauquenes, Chile",earthquake
