time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type
2015-10-14T00:43:59.390Z,45.2079,146.7707,64.61,4.4,mb,,114,3.173,0.61,us,us10003nhk,2015-10-29T22:12:27.272Z,"87km W of Kuril'sk, Russia",earthquake
2015-10-14T00:22:49.300Z,36.5934,-97.3628,6.632,2.8,ml,,48,,0.48,us,us10003nmk,2015-10-29T22:08:44.170Z,"10km SSW of Tonkawa, Oklahoma",earthquake
2015-10-14T00:02:05.070Z,-2.5392,99.8479,39.02,4.2,mb,,103,4.442,0.47,us,us10003q8x,2015-10-29T22:02:41.498Z,"125km SE of Muara Siberut, Indonesia",earthquake
2015-10-13T23:41:24.440Z,29.3733,104.9559,10,4,mb,,111,4.044,1.29,us,us10003pf6,2015-10-29T21:57:11.967Z,"13km NE of Yantan, China",earthquake
2015-10-13T23:25:58.520Z,-30.9269,-72.1397,7.28,4,mb,,88,0.502,0.96,us,us10003ngy,2015-10-29T21:39:26.296Z,"97km WSW of Ovalle, Chile",earthquake
2015-10-13T23:18:11.580Z,39.0824,28.9876,8.26,4.2,mwr,,60,1.023,1.24,us,us10003ngx,2015-10-29T21:30:07.589Z,"1km SE of Simav, Turkey",earthquake
2015-10-13T21:52:56.090Z,47.0531667,-116.9331667,3.444,2.5,md,10,124,0.9925,0.47,uw,uw61077817,2015-10-14T05:55:32.119Z,"31km S of Plummer, Idaho",earthquake
2015-10-13T20:16:45.340Z,51.0672,-173.3121,21.48,4.6,mb,,187,1.999,0.9,us,us10003nea,2015-10-19T10:14:44.254Z,"139km SSE of Atka, Alaska",earthquake
2015-10-13T19:33:01.000Z,-31.172,-71.444,47.8,4.1,mwr,,,,1.11,us,us10003ndh,2015-10-22T13:21:04.036Z,"57km NNW of Illapel, Chile",earthquake
2015-10-13T18:51:06.000Z,36.2783,-97.5121,8.378,3.2,ml,,86,,0.56,us,us10003ndd,2015-10-14T16:47:06.211Z,"20km W of Perry, Oklahoma",earthquake
2015-10-13T17:46:58.760Z,-31.7577,-72.1157,9.22,3.9,mwr,,195,1.156,0.86,us,us10003nd8,2015-10-14T16:23:57.514Z,"91km W of Illapel, Chile",earthquake
2015-10-13T17:43:23.800Z,18.0287,-68.2656,114,3.3,Md,10,331.2,0.82645006,0.25,pr,pr15286005,2015-10-14T15:05:06.040Z,"53km SE of Boca de Yuma, Dominican Republic",earthquake
2015-10-13T16:51:24.000Z,51.0398,179.2821,17.4,3.8,ml,,,,0.54,ak,ak11738700,2015-10-20T22:51:36.575Z,"103km SSW of Semisopochnoi Island, Alaska",earthquake
2015-10-13T16:50:27.000Z,51.0068,179.2871,11.5,3.3,ml,,,,0.45,ak,ak11738699,2015-10-19T10:17:57.108Z,"107km SSW of Semisopochnoi Island, Alaska",earthquake
2015-10-13T16:34:10.000Z,63.1261,-152.6337,100,3.5,ml,,,,,ak,ak11738696,2015-10-14T00:36:36.728Z,"151km E of McGrath, Alaska",earthquake
2015-10-13T16:34:10.000Z,62.6373,-151.7047,1.1,3.1,ml,,,,0.74,ak,ak11738684,2015-10-20T22:51:17.892Z,"89km WNW of Talkeetna, Alaska",earthquake
2015-10-13T16:27:02.000Z,51.0899,179.3551,20.9,2.9,ml,,,,0.43,ak,ak11738683,2015-10-19T10:19:20.561Z,"97km S of Semisopochnoi Island, Alaska",earthquake
2015-10-13T16:22:17.000Z,51.0644,179.322,18.3,2.9,ml,,,,0.52,ak,ak11738682,2015-10-20T22:51:57.128Z,"100km S of Semisopochnoi Island, Alaska",earthquake
2015-10-13T15:44:46.100Z,18.0778,-65.0233,13,2.8,Md,8,118.8,0.28027437,0.27,pr,pr15286003,2015-10-13T23:47:21.389Z,"30km SSW of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-10-13T15:40:08.800Z,36.4945,70.5468,202.87,4.7,mb,,53,0.63,0.75,us,us10003nav,2015-10-13T23:43:04.008Z,"48km SSW of Jarm, Afghanistan",earthquake
2015-10-13T15:34:20.490Z,-5.097,139.0902,39.56,4.2,mb,,142,7.159,1.45,us,us10003naw,2015-10-13T23:37:03.230Z,"171km NW of Tanahmerah, Indonesia",earthquake
2015-10-13T15:28:21.000Z,58.0225,-151.4489,26.4,3,ml,,,,0.5,ak,ak11738641,2015-10-19T10:18:59.948Z,"62km ENE of Kodiak, Alaska",earthquake
2015-10-13T15:14:36.200Z,18.8122,-65.2713,63,3,Md,4,241.2,0.50215824,0.11,pr,pr15286004,2015-10-13T23:17:13.077Z,"56km N of Culebra, Puerto Rico",earthquake
2015-10-13T15:04:33.000Z,57.1164,-157.1565,1.1,2.7,ml,,,,0.79,ak,ak11738635,2015-10-19T10:20:21.628Z,"137km NE of Chignik Lake, Alaska",earthquake
2015-10-13T14:44:51.000Z,60.2368,-152.153,79.2,2.6,ml,,,,0.58,ak,ak11738626,2015-10-19T10:21:26.600Z,"42km SE of Redoubt Volcano, Alaska",earthquake
2015-10-13T14:30:25.000Z,58.0226,-156.4456,2.5,2.8,ml,,,,0.63,ak,ak11738624,2015-10-20T22:51:20.373Z,"75km S of King Salmon, Alaska",earthquake
2015-10-13T11:49:04.100Z,23.4596,121.6821,44.73,4.9,mb,,67,0.359,0.87,us,us10003naa,2015-10-14T03:23:42.040Z,"57km S of Hualian, Taiwan",earthquake
2015-10-13T11:01:39.900Z,18.7178,-67.026,59,2.8,Md,3,316.8,0.44915764,0.25,pr,pr15286001,2015-10-13T19:04:09.481Z,"24km N of Isabela, Puerto Rico",earthquake
2015-10-13T09:47:32.600Z,17.8932,-68.6345,116,3.5,Md,7,338.4,1.20194585,0.56,pr,pr15286000,2015-10-13T17:50:15.260Z,"53km S of Boca de Yuma, Dominican Republic",earthquake
2015-10-13T08:23:27.080Z,52.268,-176.0678,196.16,3.1,ml,,153,0.175,0.51,us,us10003pm7,2015-10-25T06:18:18.795Z,"59km NE of Adak, Alaska",earthquake
2015-10-13T08:14:34.790Z,-7.803,122.6503,256.42,4.5,mb,,52,0.922,0.74,us,us10003n87,2015-10-24T12:54:19.478Z,"73km N of Palue, Indonesia",earthquake
2015-10-13T07:55:56.550Z,-23.1796,-179.704,610.08,4.3,mb,,168,5.801,0.28,us,us10003q7k,2015-10-24T09:57:04.164Z,"298km SSW of Ndoi Island, Fiji",earthquake
2015-10-13T07:19:41.960Z,15.2675,-91.9282,10,4.2,mb,,128,0.413,0.61,us,us10003n86,2015-10-24T09:45:01.629Z,"6km NE of San Jose Ojetenan, Guatemala",earthquake
2015-10-13T05:30:48.000Z,59.7455,-153.4414,126.6,3.3,ml,,,,0.7,ak,ak11738432,2015-10-20T22:51:21.306Z,"82km E of Old Iliamna, Alaska",earthquake
2015-10-13T05:21:27.250Z,35.9202,-97.4574,4.94,2.7,mb_lg,,68,0.123,0.18,us,us10003n7y,2015-10-13T05:33:23.677Z,"5km NNW of Guthrie, Oklahoma",earthquake
2015-10-13T04:28:30.000Z,54.4963,-162.3703,64,2.6,ml,,,,0.51,ak,ak11738406,2015-10-19T10:20:44.410Z,"78km ESE of False Pass, Alaska",earthquake
2015-10-13T04:24:10.320Z,40.0058,143.1918,40.07,4.4,mwr,,136,2.007,0.76,us,us10003n7q,2015-10-13T12:26:49.862Z,"113km ENE of Miyako, Japan",earthquake
2015-10-13T04:14:38.730Z,-15.6895,-177.2301,428.73,4.2,mb,,126,4.96,0.95,us,us10003n7l,2015-10-13T12:17:41.997Z,"183km SSE of Sigave, Wallis and Futuna",earthquake
2015-10-13T04:14:21.000Z,57.0814,-157.0081,2.4,2.6,ml,,,,0.56,ak,ak11738403,2015-10-20T22:51:23.915Z,"141km NE of Chignik Lake, Alaska",earthquake
2015-10-13T04:04:14.000Z,59.9114,-140.8313,10.9,2.9,ml,,,,0.73,ak,ak11738392,2015-10-20T22:51:26.755Z,"74km WNW of Yakutat, Alaska",earthquake
2015-10-13T03:11:37.000Z,62.9631,-149.3652,86.7,4,ml,,,,0.62,ak,ak11738365,2015-10-20T22:53:19.705Z,"52km SSW of Cantwell, Alaska",earthquake
2015-10-13T01:48:29.640Z,1.7198,127.2737,114.23,4.5,mb,,114,0.946,0.78,us,us10003n79,2015-10-13T09:51:05.972Z,"81km W of Tobelo, Indonesia",earthquake
2015-10-13T00:17:54.910Z,25.1023,125.1264,65.21,4.6,mwr,,35,2.023,0.76,us,us10003n5h,2015-10-13T08:20:27.621Z,"37km NNW of Hirara, Japan",earthquake
2015-10-12T23:57:02.400Z,18.2856,-68.0565,118,3.3,Md,13,327.6,0.91538327,0.2,pr,pr15285010,2015-10-13T07:59:40.199Z,"49km SE of Punta Cana, Dominican Republic",earthquake
2015-10-12T23:30:26.100Z,-30.4792,-72.2036,10,4.3,mwr,,125,0.527,1.17,us,us10003n55,2015-10-13T07:33:04.095Z,"97km W of Ovalle, Chile",earthquake
2015-10-12T22:52:06.380Z,36.5615,-97.1065,1.34,3.1,mb_lg,,46,0.217,0.43,us,us10003n4v,2015-10-27T23:07:26.918Z,"14km SSW of McCord, Oklahoma",earthquake
2015-10-12T22:17:52.800Z,-2.396,139.3295,40.93,4.7,mb,,48,7.092,0.99,us,us10003n4m,2015-10-29T04:57:29.338Z,"141km W of Abepura, Indonesia",earthquake
2015-10-12T22:10:03.360Z,-5.3508,153.0288,18.03,4.9,mb,,24,1.438,1.22,us,us10003n4n,2015-10-29T04:53:06.914Z,"97km S of Taron, Papua New Guinea",earthquake
2015-10-12T21:37:31.690Z,38.356,57.0609,10,4.9,mb,,51,0.935,1.15,us,us10003n4e,2015-10-29T04:49:30.503Z,"33km WSW of Baherden, Turkmenistan",earthquake
2015-10-12T21:14:23.830Z,38.8201667,-122.8055,1.02,2.99,md,44,38,0.01455,0.04,nc,nc72535795,2015-10-29T04:01:50.261Z,"6km NW of The Geysers, California",earthquake
2015-10-12T19:30:35.760Z,54.9013,-159.4875,38.76,5,mb,,121,0.724,1.04,us,us10003n2x,2015-10-20T18:10:29.683Z,"13km NNE of Chernabura Island, Alaska",earthquake
2015-10-12T18:52:53.800Z,18.915,-65.8615,26,3.2,Md,16,219.6,0.63780385,0.17,pr,pr15285007,2015-10-13T02:55:38.542Z,"53km N of Loiza, Puerto Rico",earthquake
2015-10-12T18:49:29.800Z,18.9013,-65.86,24,2.8,Md,9,241.2,0.62522744,0.11,pr,pr15285009,2015-10-13T02:51:56.545Z,"52km N of Loiza, Puerto Rico",earthquake
2015-10-12T18:42:24.000Z,63.9378,-148.9921,1,2.5,ml,,,,0.79,ak,ak11737689,2015-10-16T23:48:35.871Z,"9km N of Healy, Alaska",earthquake
2015-10-12T17:11:35.300Z,36.5688,-97.0992,4.868,3,ml,,79,,0.52,us,us10003n2a,2015-10-12T21:00:50.069Z,"13km SSW of McCord, Oklahoma",earthquake
2015-10-12T17:07:20.530Z,-33.2928,-72.4274,15.46,4.5,mb,,193,0.715,1.02,us,us10003n28,2015-10-13T16:27:15.040Z,"79km WSW of Valparaiso, Chile",earthquake
2015-10-12T16:46:43.790Z,-30.5887,-71.7248,20.11,4.6,mwr,,76,0.114,0.95,us,us10003n20,2015-10-18T16:10:46.595Z,"50km W of Ovalle, Chile",earthquake
2015-10-12T16:01:02.800Z,-30.7736,-71.5082,35.07,4.6,mb,,69,0.147,1.06,us,us10003n1t,2015-10-18T15:39:57.429Z,"35km WSW of Ovalle, Chile",earthquake
2015-10-12T15:39:07.370Z,28.9799,86.3765,10,4.5,mb,,57,1.087,0.8,us,us10003n1q,2015-10-18T14:57:53.543Z,"78km WNW of Xegar, China",earthquake
2015-10-12T15:18:53.600Z,12.877,-88.4973,61.73,4.7,mb,,131,1.076,0.97,us,us10003n1l,2015-10-18T14:10:07.724Z,"45km S of Puerto El Triunfo, El Salvador",earthquake
2015-10-12T14:59:21.270Z,-30.564,-71.7151,27.76,4.2,mwr,,140,0.129,0.59,us,us10003mze,2015-10-15T20:54:15.028Z,"49km W of Ovalle, Chile",earthquake
2015-10-12T14:11:16.000Z,36.329,-96.7763,5.697,3,ml,,97,,0.35,us,us10003n02,2015-10-15T20:18:38.069Z,"2km ESE of Pawnee, Oklahoma",earthquake
2015-10-12T14:09:43.020Z,-31.128,-71.9269,24.42,4.5,mb,,147,0.517,1.02,us,us10003mz0,2015-10-15T20:10:15.374Z,"90km SW of Ovalle, Chile",earthquake
2015-10-12T12:31:26.250Z,78.2535,8.2949,4.03,4.4,mb,,63,0.984,0.53,us,us10003myt,2015-10-24T07:06:27.225Z,"167km W of Longyearbyen, Svalbard and Jan Mayen",earthquake
2015-10-12T12:26:59.000Z,63.1636,-153.4996,21.8,3,ml,,,,0.78,ak,ak11737355,2015-10-24T06:47:34.040Z,"108km ENE of McGrath, Alaska",earthquake
2015-10-12T11:42:07.400Z,18.8164,-64.3165,39,3.1,Md,8,316.8,0.0880349,0.09,pr,pr15285006,2015-10-24T06:38:51.040Z,"54km NE of Road Town, British Virgin Islands",earthquake
2015-10-12T11:32:40.290Z,35.6427,69.974,112.3,4,mb,,90,1.338,0.77,us,us10003myp,2015-10-24T06:35:08.402Z,"55km NE of Bazarak, Afghanistan",earthquake
2015-10-12T11:14:45.630Z,22.4028,121.5403,2.4,4.9,mb,,90,0.592,0.9,us,us10003myn,2015-10-24T06:24:59.468Z,"56km SE of Taitung City, Taiwan",earthquake
2015-10-12T10:27:41.000Z,60.0727,-151.5225,71.9,3.2,ml,,,,0.64,ak,ak11737241,2015-10-20T18:09:53.002Z,"35km SSW of Cohoe, Alaska",earthquake
2015-10-12T10:22:58.990Z,37.2006,-97.9728,5.8,3.1,mb_lg,,55,0.026,0.48,us,us10003myj,2015-10-13T21:05:50.640Z,"7km NE of Anthony, Kansas",earthquake
2015-10-12T10:12:07.900Z,18.281,-66.0167,135,3,Md,20,151.2,0.06827196,0.21,pr,pr15285005,2015-10-12T18:14:47.682Z,"3km NE of Bairoa, Puerto Rico",earthquake
2015-10-12T10:04:16.440Z,34.274,98.2153,12.92,5.1,mb,,47,10.279,1.24,us,us10003myf,2015-10-12T18:06:59.768Z,"144km N of Qumong, China",earthquake
2015-10-12T09:43:22.000Z,54.3952,-162.4338,25.6,2.7,ml,,,,0.63,ak,ak11737230,2015-10-16T23:49:01.072Z,"81km SE of False Pass, Alaska",earthquake
2015-10-12T09:33:49.110Z,36.2815,-97.5197,1.19,3.3,mb_lg,,35,0.435,0.61,us,us10003myc,2015-10-12T10:28:21.341Z,"20km W of Perry, Oklahoma",earthquake
2015-10-12T08:49:19.270Z,52.0864,-169.2319,10,4.1,mb,,180,0.916,1.49,us,us10003my5,2015-10-20T18:10:35.476Z,"97km SSW of Nikolski, Alaska",earthquake
2015-10-12T08:29:28.090Z,36.7346,-98.0344,5,2.9,mb_lg,,50,0.086,0.49,us,us10003my4,2015-10-14T16:33:10.581Z,"28km E of Cherokee, Oklahoma",earthquake
2015-10-12T08:05:00.490Z,-40.6511,176.4257,21.39,5.4,mb,,103,0.139,0.64,us,us10003mxv,2015-10-13T17:25:46.000Z,"32km NNE of Castlepoint, New Zealand",earthquake
2015-10-12T07:23:24.950Z,11.7573,57.8526,10,5.2,mb,,62,3.855,0.95,us,us10003mxr,2015-10-12T15:25:50.744Z,"Owen Fracture Zone region",earthquake
2015-10-12T06:44:30.150Z,-19.6017,168.8863,13.47,4.8,mb,,118,2.034,0.71,us,us10003mxq,2015-10-12T14:47:19.871Z,"40km W of Isangel, Vanuatu",earthquake
2015-10-12T06:42:07.900Z,18.9965,-64.8015,37,3,Md,10,244.8,0.51653129,0.28,pr,pr15285003,2015-10-12T14:44:37.411Z,"67km NNW of Road Town, British Virgin Islands",earthquake
2015-10-12T04:50:18.000Z,-31.186,-71.735,26.4,4,mb,,,,1.04,us,us10003mxi,2015-10-29T04:00:30.420Z,"73km NW of Illapel, Chile",earthquake
2015-10-12T04:36:45.000Z,-31.569,-65.114,10.2,3.1,md,,,,2.24,us,us10003p12,2015-10-29T03:59:50.364Z,"17km NNW of Villa Cura Brochero, Argentina",earthquake
2015-10-12T04:35:40.770Z,7.5362,-77.476,10,5.2,mb,,24,1.112,1.33,us,us10003mxh,2015-10-29T03:55:33.635Z,"41km WNW of Riosucio, Colombia",earthquake
2015-10-12T04:26:49.000Z,-23.9547,-67.0225,189.86,4,mb,,54,1.457,1.27,us,us10003ngu,2015-10-29T03:52:20.150Z,"77km WNW of San Antonio de los Cobres, Argentina",earthquake
2015-10-12T04:01:24.200Z,35.9813,-96.8019,5.087,2.9,ml,,66,,0.63,us,us10003n2h,2015-10-12T23:01:58.658Z,"3km W of Cushing, Oklahoma",earthquake
2015-10-12T03:39:34.770Z,2.6308,126.9026,67.76,4.1,mb,,137,1.904,0.94,us,us10003pxa,2015-10-29T03:46:31.696Z,"158km NW of Tobelo, Indonesia",earthquake
2015-10-12T03:31:32.270Z,-31.1866,-71.8325,19.65,5,mwr,,82,0.538,0.97,us,us10003mxb,2015-10-29T03:38:49.561Z,"80km NW of Illapel, Chile",earthquake
2015-10-12T03:25:58.990Z,-13.7144,167.319,199.07,4.2,mb,,146,1.726,1.07,us,us10003pwj,2015-10-29T03:34:48.976Z,"31km NW of Sola, Vanuatu",earthquake
2015-10-12T03:15:19.160Z,-31.1849,-71.8227,21,5.6,mww,,45,0.534,0.89,us,us10003mxa,2015-10-29T03:34:35.061Z,"79km NW of Illapel, Chile",earthquake
2015-10-12T03:08:36.910Z,26.6423,125.5873,153.76,4.4,mb,,57,2.409,1.03,us,us10003mx9,2015-10-29T03:21:10.614Z,"206km N of Hirara, Japan",earthquake
2015-10-12T02:59:05.000Z,-32.114,-71.78,37.4,4.2,mb,,,,1.25,us,us10003mx7,2015-10-29T03:15:57.284Z,"63km NW of La Ligua, Chile",earthquake
2015-10-12T02:25:43.100Z,-25.4352,-69.2478,114.03,4.2,mb,,97,1.322,1.41,us,us10003mx4,2015-10-13T22:51:15.719Z,"124km E of Taltal, Chile",earthquake
2015-10-12T02:16:10.920Z,34.5025,26.3751,13.5,4.7,mwr,,60,1.45,1.22,us,us10003mx2,2015-10-29T01:52:19.356Z,"70km SSE of Makry Gialos, Greece",earthquake
2015-10-12T01:52:40.400Z,-49.7936,164.1021,18.22,4.4,mb,,133,4.021,1.35,us,us10003mx1,2015-10-29T01:44:21.457Z,"177km NW of Auckland Island, New Zealand",earthquake
2015-10-12T01:46:46.570Z,-30.7384,-71.5254,35.4,4.2,mb,,61,0.114,1.13,us,us10003mwz,2015-10-29T01:41:33.090Z,"34km WSW of Ovalle, Chile",earthquake
2015-10-12T01:24:35.830Z,-6.3651,148.8936,42.19,4.6,mb,,29,3.474,0.98,us,us10003mwx,2015-10-29T01:35:52.592Z,"74km WSW of Kandrian, Papua New Guinea",earthquake
2015-10-12T01:19:10.200Z,36.595,-97.8026,5,2.9,ml,,64,,0.51,us,us10003mwv,2015-10-29T01:31:43.514Z,"23km NNE of Enid, Oklahoma",earthquake
2015-10-12T00:45:43.200Z,18.2278,-67.2135,106,2.8,Md,7,226.8,0.13115403,0.25,pr,pr15285001,2015-10-12T08:48:50.573Z,"7km SSW of La Playa, Puerto Rico",earthquake
2015-10-12T00:29:44.900Z,18.8076,-64.249,38,2.8,Md,10,327.6,0.11049278,0.07,pr,pr15285000,2015-10-12T08:32:18.401Z,"58km NE of Road Town, British Virgin Islands",earthquake
2015-10-12T00:09:05.300Z,38.7341,-118.5797,7.1,2.6,ml,28,63.57,0.115,0.1464,nn,nn00514365,2015-10-16T15:24:24.421Z,"24km NNE of Hawthorne, Nevada",earthquake
2015-10-11T23:46:16.270Z,37.0467,-97.903,5.49,3,mb_lg,,61,0.066,0.68,us,us10003mwn,2015-10-13T17:57:43.440Z,"16km SE of Anthony, Kansas",earthquake
2015-10-11T23:38:20.890Z,-17.3762,-178.5761,513.51,4.7,mb,,57,3.236,0.98,us,us10003mwm,2015-10-12T07:41:04.828Z,"241km ESE of Lambasa, Fiji",earthquake
2015-10-11T23:06:19.590Z,16.9648,-94.7221,170.67,4.4,mb,,132,2.569,0.65,us,us10003mwj,2015-10-12T07:08:54.254Z,"34km ENE of Matias Romero, Mexico",earthquake
2015-10-11T21:24:29.410Z,-3.0367,129.6602,5.87,4.7,mb,,105,2.587,1.06,us,us10003mw3,2015-10-12T05:27:15.899Z,"88km ENE of Amahai, Indonesia",earthquake
2015-10-11T21:02:21.080Z,37.2136667,-97.9833333,4.3,2.53,ml,15,72,0.01636,0.06,ismpkansas,ismpkansas70143168,2015-10-12T21:08:58.937Z,"7km NNE of Anthony, Kansas",earthquake
2015-10-11T20:45:57.000Z,59.7928,-153.7658,152.2,3.5,ml,,,,0.56,ak,ak11736867,2015-10-19T23:03:51.579Z,"64km E of Old Iliamna, Alaska",earthquake
2015-10-11T17:41:49.000Z,51.7466,-177.7374,64.6,3,ml,,,,0.44,ak,ak11736801,2015-10-16T23:35:07.100Z,"31km ESE of Tanaga Volcano, Alaska",earthquake
2015-10-11T16:54:58.300Z,-30.641,-71.8995,26.06,4.6,mwr,,86,0.23,1.29,us,us10003mve,2015-10-15T19:37:02.509Z,"67km W of Ovalle, Chile",earthquake
2015-10-11T15:47:14.900Z,18.6025,-64.0436,62,2.7,Md,8,284.4,0.30093562,0.28,pr,pr15284006,2015-10-15T18:41:10.040Z,"63km ENE of Road Town, British Virgin Islands",earthquake
2015-10-11T15:17:45.000Z,58.4503,-152.7128,59.2,2.7,ml,,,,0.49,ak,ak11736735,2015-10-16T23:33:47.201Z,"75km NNW of Kodiak, Alaska",earthquake
2015-10-11T15:02:47.000Z,59.963,-153.373,138.1,3.2,ml,,,,0.53,ak,ak11736719,2015-10-19T23:04:13.341Z,"67km SSW of Redoubt Volcano, Alaska",earthquake
2015-10-11T14:34:55.000Z,51.9009,176.9927,25.3,2.8,ml,,,,0.84,ak,ak11736667,2015-10-19T23:05:01.537Z,"47km WSW of Kiska Volcano, Alaska",earthquake
2015-10-11T13:59:24.540Z,-31.3907,-69.2462,116.79,4.2,mb,,63,0.504,0.97,us,us10003muw,2015-10-15T17:43:44.924Z,"16km ESE of Calingasta, Argentina",earthquake
2015-10-11T13:32:03.340Z,46.7251,152.5064,68.88,5,mb,,41,6.69,0.71,us,us10003muv,2015-10-15T17:25:25.091Z,"Kuril Islands",earthquake
2015-10-11T13:12:32.000Z,59.9945,-153.4934,142.6,2.7,ml,,,,0.57,ak,ak11736605,2015-10-16T23:34:13.376Z,"68km SW of Redoubt Volcano, Alaska",earthquake
2015-10-11T12:34:40.160Z,-17.6711,-179.0796,565.97,4.1,mb,,194,2.734,0.66,us,us10003pq6,2015-10-23T12:52:15.844Z,"214km SE of Lambasa, Fiji",earthquake
2015-10-11T11:53:23.660Z,-28.5135,-178.6715,279.94,4.5,mb,,87,0.977,0.64,us,us10003mum,2015-10-23T11:03:25.126Z,"112km NW of Raoul Island, New Zealand",earthquake
2015-10-11T11:01:56.660Z,-32.9256,-178.7996,23.85,4.2,mb,,201,5.196,0.62,us,us10003pq9,2015-10-23T10:53:54.558Z,"165km S of L'Esperance Rock, New Zealand",earthquake
2015-10-11T10:59:02.150Z,45.4166,147.2957,194.49,4,mb,,137,3.507,0.74,us,us10003pq0,2015-10-23T10:44:07.241Z,"50km WNW of Kuril'sk, Russia",earthquake
2015-10-11T10:27:13.700Z,36.316,-97.5526,2.59,3.5,mwr,,19,0.395,0.59,us,us10003mu5,2015-10-23T10:10:50.427Z,"23km W of Perry, Oklahoma",earthquake
2015-10-11T10:15:19.170Z,16.5627,-62.4367,131.78,4.1,mb,,107,1.061,0.75,us,us10003mu4,2015-10-23T09:45:21.141Z,"28km WSW of Plymouth, Montserrat",earthquake
2015-10-11T09:30:56.860Z,51.6533,179.2295,19.07,3.6,ml,,120,0.28,0.46,us,us10003p9m,2015-10-23T09:10:16.114Z,"41km SW of Semisopochnoi Island, Alaska",earthquake
2015-10-11T09:19:11.480Z,49.264,147.6817,540.82,4.1,mb,,129,4.023,0.59,us,us10003ppy,2015-10-23T08:54:44.202Z,"97km WNW of Vostok, Russia",earthquake
2015-10-11T08:49:51.360Z,36.5607,-98.3669,9.42,3.1,mb_lg,,129,0.273,0.31,us,us10003mtz,2015-10-11T12:22:37.373Z,"8km W of Helena, Oklahoma",earthquake
2015-10-11T08:33:50.900Z,19.1448,-66.4785,37,3.3,Md,20,234,0.66475331,0.23,pr,pr15284004,2015-10-11T16:36:18.919Z,"75km N of Tierras Nuevas Poniente, Puerto Rico",earthquake
2015-10-11T08:23:47.670Z,34.0001667,-117.9761667,4.5,2.67,ml,128,12,0.02305,0.27,ci,ci37474256,2015-10-15T01:19:52.177Z,"1km NW of Hacienda Heights, California",earthquake
2015-10-11T07:25:30.110Z,36.0486,-97.1265,4.61,2.6,mb_lg,,56,0.251,0.29,us,us10003mtu,2015-10-11T07:41:10.757Z,"9km SW of Stillwater, Oklahoma",earthquake
2015-10-11T07:13:08.680Z,19.3833333,-155.2435,2.959,2.58,ml,32,69,0.007684,0.07,hv,hv61058731,2015-10-14T02:41:51.958Z,"5km S of Volcano, Hawaii",earthquake
2015-10-11T04:36:19.000Z,63.1018,-150.9632,121.1,2.9,ml,,,,0.46,ak,ak11736405,2015-10-16T23:35:31.533Z,"97km NNW of Talkeetna, Alaska",earthquake
2015-10-11T04:23:03.000Z,62.2205,-151.8495,96.4,2.7,ml,,,,0.47,ak,ak11736244,2015-10-16T23:36:15.246Z,"91km W of Talkeetna, Alaska",earthquake
2015-10-11T04:14:27.800Z,18.8934,-65.468,9,3,Md,15,219.6,0.60905776,0.36,pr,pr15284003,2015-10-11T12:17:06.985Z,"63km NNE of Luquillo, Puerto Rico",earthquake
2015-10-11T03:37:55.960Z,19.335,-155.1311667,7.352,2.92,ml,49,118,0.04892,0.1,hv,hv61058591,2015-10-14T02:14:43.922Z,"15km SE of Volcano, Hawaii",earthquake
2015-10-11T03:21:13.730Z,36.0028,-96.8238,5,2.5,mb_lg,,48,0.051,0.5,us,us10003msg,2015-10-13T22:18:41.583Z,"5km WNW of Cushing, Oklahoma",earthquake
2015-10-11T02:43:35.500Z,19.354,-65.7133,76,3,Md,9,291.6,1.08516486,0.18,pr,pr15284002,2015-10-11T10:46:07.701Z,"103km N of Vieques, Puerto Rico",earthquake
2015-10-11T02:36:15.990Z,-17.3766,-179.0897,556.96,4.6,mb,,214,2.75,0.42,us,us10003ms8,2015-10-11T10:39:31.405Z,"194km ESE of Lambasa, Fiji",earthquake
2015-10-11T02:33:32.240Z,-30.7024,-71.6113,35.26,4.6,mb,,82,0.035,0.64,us,us10003ms7,2015-10-11T03:53:23.063Z,"41km WSW of Ovalle, Chile",earthquake
2015-10-11T02:10:36.000Z,53.3325,-160.1618,29.4,2.7,ml,,,,0.68,ak,ak11741158,2015-10-16T23:37:24.819Z,"166km SSW of Chernabura Island, Alaska",earthquake
2015-10-11T01:46:28.000Z,-6.2094,147.452,69.96,4.5,mb,,103,3.187,0.59,us,us10003ms4,2015-10-11T09:49:01.635Z,"63km NW of Finschhafen, Papua New Guinea",earthquake
2015-10-11T01:17:30.440Z,29.3126,51.2966,18.19,4.2,mb,,161,6.167,0.97,us,us10003mry,2015-10-11T09:20:03.242Z,"9km ENE of Borazjan, Iran",earthquake
2015-10-11T00:58:27.670Z,-54.5769,-135.8097,10,5.5,mb,,101,30.573,1.01,us,us10003mrv,2015-10-13T17:07:34.000Z,"Pacific-Antarctic Ridge",earthquake
2015-10-11T00:16:12.500Z,18.8346,-65.0006,20,2.6,Md,3,262.8,0.58839651,0.17,pr,pr15284000,2015-10-11T08:18:53.926Z,"55km N of Charlotte Amalie, U.S. Virgin Islands",earthquake
2015-10-10T23:54:35.450Z,24.2655,96.0382,49.96,4.5,mb,,82,4.012,0.51,us,us10003mrj,2015-10-11T07:57:16.041Z,"121km W of Bhamo, Burma",earthquake
